## Project Information
Project Name: repo_to_process
Language: Python

## Project Structure
```
repo_to_process/
├── .github/
│   ├── workflows/
│   │   ├── bleeding-edge.yaml
│   │   ├── build-test.yaml
│   │   ├── type-checking.yaml
│   │   └── wheels.yaml
│   ├── config.yml
│   ├── dependabot.yml
│   ├── ISSUE_TEMPLATE.md
│   ├── mergeable.yml
│   └── PULL_REQUEST_TEMPLATE.md
├── .tours/
│   └── particle-indexing.tour
├── answer-store/
├── doc/
│   ├── extensions/
│   │   ├── config_help.py
│   │   ├── pythonscript_sphinxext.py
│   │   ├── README
│   │   ├── yt_colormaps.py
│   │   ├── yt_cookbook.py
│   │   └── yt_showfields.py
│   │       └── ... (1 more files)
│   ├── helper_scripts/
│   │   ├── code_support.py
│   │   ├── parse_cb_list.py
│   │   ├── parse_dq_list.py
│   │   ├── parse_object_list.py
│   │   ├── run_recipes.py
│   │   ├── show_fields.py
│   │   ├── split_auto.py
│   │   └── table.py
│   │       └── ... (3 more files)
│   ├── source/
│   │   ├── _static/
│   │   │   ├── compose_selector.pxi
│   │   │   ├── cut_region_selector.pxi
│   │   │   ├── cutting_plane_selector.pxi
│   │   │   ├── data_collection_selector.pxi
│   │   │   ├── disk_selector.pxi
│   │   │   ├── ellipsoid_selector.pxi
│   │   │   ├── grid_selector.pxi
│   │   │   ├── halo_particles_selector.pxi
│   │   │   ├── indexed_octree_subset_selector.pxi
│   │   │   ├── octree_subset_selector.pxi
│   │   │   ├── ortho_ray_selector.pxi
│   │   │   ├── point_selector.pxi
│   │   │   ├── ray_selector.pxi
│   │   │   ├── region_selector.pxi
│   │   │   ├── selector_object.pxi
│   │   │   ├── slice_selector.pxi
│   │   │   └── sphere_selector.pxi
│   │   │       └── ... (14 more files)
│   │   ├── coordinates/
│   │   │   ├── tests/
│   │   │   ├── __init__.py
│   │   │   ├── api.py
│   │   │   ├── cartesian_coordinates.py
│   │   │   ├── coordinate_handler.py
│   │   │   ├── cylindrical_coordinates.py
│   │   │   ├── geographic_coordinates.py
│   │   │   ├── polar_coordinates.py
│   │   │   ├── spec_cube_coordinates.py
│   │   │   └── spherical_coordinates.py
│   │   │       └── ... (4 more files)
│   │   ├── tests/
│   │   │   ├── __init__.py
│   │   │   ├── fake_octree.py
│   │   │   ├── test_ewah_write_load.py
│   │   │   ├── test_geometries.py
│   │   │   ├── test_grid_container.py
│   │   │   ├── test_grid_index.py
│   │   │   ├── test_particle_deposit.py
│   │   │   ├── test_particle_octree.py
│   │   │   └── test_pickleable_selections.py
│   │   │       └── ... (4 more files)
│   │   ├── __init__.py
│   │   ├── api.py
│   │   ├── fake_octree.pyx
│   │   ├── geometry_enum.py
│   │   ├── geometry_handler.py
│   │   ├── grid_container.pxd
│   │   ├── grid_container.pyx
│   │   ├── grid_geometry_handler.py
│   │   ├── grid_visitors.pxd
│   │   ├── grid_visitors.pyx
│   │   ├── oct_container.pxd
│   │   ├── oct_container.pyx
│   │   ├── oct_geometry_handler.py
│   │   ├── oct_visitors.pxd
│   │   ├── oct_visitors.pyx
│   │   ├── particle_deposit.pxd
│   │   ├── particle_deposit.pyx
│   │   ├── particle_geometry_handler.py
│   │   ├── particle_oct_container.pyx
│   │   ├── particle_smooth.pxd
│   │   ├── particle_smooth.pyx
│   │   ├── selection_routines.pxd
│   │   ├── selection_routines.pyx
│   │   ├── unstructured_mesh_handler.py
│   │   └── vectorized_ops.h
│   │       └── ... (20 more files)
│   ├── sample_data/
│   │   ├── __init__.py
│   │   └── api.py
│   ├── tests/
│   │   ├── __init__.py
│   │   ├── test_external_frontends.py
│   │   ├── test_funcs.py
│   │   ├── test_load_archive.py
│   │   ├── test_load_errors.py
│   │   ├── test_load_sample.py
│   │   ├── test_testing.py
│   │   └── test_version.py
│   │       └── ... (3 more files)
│   ├── units/
│   │   ├── tests/
│   │   │   ├── __init__.py
│   │   │   └── test_magnetic_code_units.py
│   │   ├── __init__.py
│   │   ├── _numpy_wrapper_functions.py
│   │   ├── dimensions.py
│   │   ├── equivalencies.py
│   │   ├── physical_constants.py
│   │   ├── unit_lookup_table.py
│   │   ├── unit_object.py
│   │   ├── unit_registry.py
│   │   ├── unit_symbols.py
│   │   ├── unit_systems.py
│   │   └── yt_array.py
│   │       └── ... (6 more files)
│   ├── utilities/
│   │   ├── amr_kdtree/
│   │   │   ├── __init__.py
│   │   │   ├── amr_kdtools.py
│   │   │   ├── amr_kdtree.py
│   │   │   └── api.py
│   │   ├── answer_testing/
│   │   │   ├── __init__.py
│   │   │   ├── answer_tests.py
│   │   │   ├── api.py
│   │   │   ├── framework.py
│   │   │   ├── level_sets_tests.py
│   │   │   └── testing_utilities.py
│   │   │       └── ... (1 more files)
│   │   ├── grid_data_format/
│   │   │   ├── conversion/
│   │   │   ├── docs/
│   │   │   ├── scripts/
│   │   │   ├── tests/
│   │   │   ├── __init__.py
│   │   │   └── writer.py
│   │   ├── lib/
│   │   │   ├── cykdtree/
│   │   │   ├── embree_mesh/
│   │   │   ├── tests/
│   │   │   ├── __init__.py
│   │   │   ├── _octree_raytracing.hpp
│   │   │   ├── _octree_raytracing.pxd
│   │   │   ├── _octree_raytracing.pyx
│   │   │   ├── allocation_container.pxd
│   │   │   ├── allocation_container.pyx
│   │   │   ├── alt_ray_tracers.pyx
│   │   │   ├── amr_kdtools.pxd
│   │   │   ├── amr_kdtools.pyx
│   │   │   ├── api.py
│   │   │   ├── autogenerated_element_samplers.pxd
│   │   │   ├── autogenerated_element_samplers.pyx
│   │   │   ├── basic_octree.pyx
│   │   │   ├── bitarray.pxd
│   │   │   ├── bitarray.pyx
│   │   │   ├── bounded_priority_queue.pxd
│   │   │   ├── bounded_priority_queue.pyx
│   │   │   ├── bounding_volume_hierarchy.pxd
│   │   │   ├── bounding_volume_hierarchy.pyx
│   │   │   ├── contour_finding.pxd
│   │   │   ├── contour_finding.pyx
│   │   │   ├── cosmology_time.pyx
│   │   │   ├── cyoctree.pyx
│   │   │   ├── depth_first_octree.pyx
│   │   │   ├── distance_queue.pxd
│   │   │   ├── distance_queue.pyx
│   │   │   ├── element_mappings.pxd
│   │   │   ├── element_mappings.pyx
│   │   │   ├── endian_swap.h
│   │   │   ├── field_interpolation_tables.pxd
│   │   │   ├── fixed_interpolator.cpp
│   │   │   ├── fixed_interpolator.hpp
│   │   │   ├── fixed_interpolator.pxd
│   │   │   ├── fnv_hash.pxd
│   │   │   ├── fnv_hash.pyx
│   │   │   ├── fortran_reader.pyx
│   │   │   ├── fp_utils.pxd
│   │   │   ├── geometry_utils.pxd
│   │   │   ├── geometry_utils.pyx
│   │   │   ├── grid_traversal.pxd
│   │   │   ├── grid_traversal.pyx
│   │   │   ├── healpix_interface.pxd
│   │   │   ├── image_samplers.pxd
│   │   │   ├── image_samplers.pyx
│   │   │   ├── image_utilities.pyx
│   │   │   ├── interpolators.pyx
│   │   │   ├── lenses.pxd
│   │   │   ├── lenses.pyx
│   │   │   ├── marching_cubes.h
│   │   │   ├── marching_cubes.pyx
│   │   │   ├── mesh_triangulation.h
│   │   │   ├── mesh_triangulation.pyx
│   │   │   ├── mesh_utilities.pyx
│   │   │   ├── misc_utilities.pyx
│   │   │   ├── octree_raytracing.py
│   │   │   ├── origami.pyx
│   │   │   ├── origami_tags.c
│   │   │   ├── origami_tags.h
│   │   │   ├── particle_kdtree_tools.pxd
│   │   │   ├── particle_kdtree_tools.pyx
│   │   │   ├── particle_mesh_operations.pyx
│   │   │   ├── partitioned_grid.pxd
│   │   │   ├── partitioned_grid.pyx
│   │   │   ├── pixelization_constants.cpp
│   │   │   ├── pixelization_constants.hpp
│   │   │   ├── pixelization_routines.pyx
│   │   │   ├── platform_dep.h
│   │   │   ├── platform_dep_math.hpp
│   │   │   ├── points_in_volume.pyx
│   │   │   ├── primitives.pxd
│   │   │   ├── primitives.pyx
│   │   │   ├── quad_tree.pyx
│   │   │   ├── ragged_arrays.pyx
│   │   │   ├── tsearch.c
│   │   │   ├── tsearch.h
│   │   │   ├── vec3_ops.pxd
│   │   │   ├── volume_container.pxd
│   │   │   └── write_array.pyx
│   │   │       └── ... (73 more files)
│   │   ├── parallel_tools/
│   │   │   ├── __init__.py
│   │   │   ├── controller_system.py
│   │   │   ├── io_runner.py
│   │   │   ├── parallel_analysis_interface.py
│   │   │   └── task_queue.py
│   │   ├── tests/
│   │   │   ├── __init__.py
│   │   │   ├── cosmology_answers.yml
│   │   │   ├── test_amr_kdtree.py
│   │   │   ├── test_chemical_formulas.py
│   │   │   ├── test_config.py
│   │   │   ├── test_coordinate_conversions.py
│   │   │   ├── test_cosmology.py
│   │   │   ├── test_cython_fortran_utils.py
│   │   │   ├── test_decompose.py
│   │   │   ├── test_flagging_methods.py
│   │   │   ├── test_hierarchy_inspection.py
│   │   │   ├── test_interpolators.py
│   │   │   ├── test_minimal_representation.py
│   │   │   ├── test_on_demand_imports.py
│   │   │   ├── test_particle_generator.py
│   │   │   ├── test_periodic_table.py
│   │   │   ├── test_periodicity.py
│   │   │   ├── test_selectors.py
│   │   │   └── test_set_log_level.py
│   │   │       └── ... (14 more files)
│   │   ├── __init__.py
│   │   ├── api.py
│   │   ├── chemical_formulas.py
│   │   ├── command_line.py
│   │   ├── configuration_tree.py
│   │   ├── configure.py
│   │   ├── cosmology.py
│   │   ├── cython_fortran_utils.pxd
│   │   ├── cython_fortran_utils.pyx
│   │   ├── decompose.py
│   │   ├── definitions.py
│   │   ├── exceptions.py
│   │   ├── file_handler.py
│   │   ├── flagging_methods.py
│   │   ├── fortran_utils.py
│   │   ├── hierarchy_inspection.py
│   │   ├── initial_conditions.py
│   │   ├── io_handler.py
│   │   ├── linear_interpolators.py
│   │   ├── lodgeit.py
│   │   ├── logger.py
│   │   ├── math_utils.py
│   │   ├── mesh_code_generation.py
│   │   ├── mesh_types.yaml
│   │   ├── metadata.py
│   │   ├── minimal_representation.py
│   │   ├── nodal_data_utils.py
│   │   ├── object_registries.py
│   │   ├── on_demand_imports.py
│   │   ├── operator_registry.py
│   │   ├── orientation.py
│   │   ├── parameter_file_storage.py
│   │   ├── particle_generator.py
│   │   ├── performance_counters.py
│   │   ├── periodic_table.py
│   │   ├── physical_constants.py
│   │   ├── physical_ratios.py
│   │   ├── png_writer.py
│   │   ├── rpdb.py
│   │   ├── sdf.py
│   │   ├── tree_container.py
│   │   └── voropp.pyx
│   │       └── ... (37 more files)
│   ├── visualization/
│   │   ├── mapserver/
│   │   │   ├── html/
│   │   │   ├── __init__.py
│   │   │   └── pannable_map.py
│   │   ├── tests/
│   │   │   ├── __init__.py
│   │   │   ├── test_base_plot_types.py
│   │   │   ├── test_callbacks.py
│   │   │   ├── test_callbacks_geographic.py
│   │   │   ├── test_color_maps.py
│   │   │   ├── test_commons.py
│   │   │   ├── test_eps_writer.py
│   │   │   ├── test_export_frb.py
│   │   │   ├── test_filters.py
│   │   │   ├── test_fits_image.py
│   │   │   ├── test_geo_projections.py
│   │   │   ├── test_image_comp_2D_plots.py
│   │   │   ├── test_image_comp_geo.py
│   │   │   ├── test_image_writer.py
│   │   │   ├── test_invalid_origin.py
│   │   │   ├── test_line_annotation_unit.py
│   │   │   ├── test_line_plots.py
│   │   │   ├── test_mesh_slices.py
│   │   │   ├── test_normal_plot_api.py
│   │   │   ├── test_offaxisprojection.py
│   │   │   ├── test_offaxisprojection_pytestonly.py
│   │   │   ├── test_particle_plot.py
│   │   │   ├── test_plot_modifications.py
│   │   │   ├── test_plotwindow.py
│   │   │   ├── test_profile_plots.py
│   │   │   ├── test_raw_field_slices.py
│   │   │   ├── test_save.py
│   │   │   ├── test_set_zlim.py
│   │   │   └── test_splat.py
│   │   │       └── ... (24 more files)
│   │   ├── volume_rendering/
│   │   │   ├── tests/
│   │   │   ├── __init__.py
│   │   │   ├── _cuda_caster.cu
│   │   │   ├── api.py
│   │   │   ├── blenders.py
│   │   │   ├── camera.py
│   │   │   ├── camera_path.py
│   │   │   ├── create_spline.py
│   │   │   ├── image_handling.py
│   │   │   ├── lens.py
│   │   │   ├── off_axis_projection.py
│   │   │   ├── old_camera.py
│   │   │   ├── render_source.py
│   │   │   ├── scene.py
│   │   │   ├── transfer_function_helper.py
│   │   │   ├── transfer_functions.py
│   │   │   ├── UBVRI.py
│   │   │   ├── utils.py
│   │   │   ├── volume_rendering.py
│   │   │   └── zbuffer_array.py
│   │   │       └── ... (14 more files)
│   │   ├── __init__.py
│   │   ├── _colormap_data.py
│   │   ├── _commons.py
│   │   ├── _handlers.py
│   │   ├── api.py
│   │   ├── base_plot_types.py
│   │   ├── color_maps.py
│   │   ├── eps_writer.py
│   │   ├── fits_image.py
│   │   ├── fixed_resolution.py
│   │   ├── fixed_resolution_filters.py
│   │   ├── geo_plot_utils.py
│   │   ├── image_writer.py
│   │   ├── line_plot.py
│   │   ├── particle_plots.py
│   │   ├── plot_container.py
│   │   ├── plot_modifications.py
│   │   ├── plot_window.py
│   │   ├── profile_plotter.py
│   │   └── streamlines.py
│   │       └── ... (15 more files)
│   ├── __init__.py
│   ├── _typing.py
│   ├── _version.py
│   ├── api.py
│   ├── arraytypes.py
│   ├── config.py
│   ├── default.mplstyle
│   ├── exthook.py
│   ├── funcs.py
│   ├── loaders.py
│   ├── py.typed
│   ├── sample_data_registry.json
│   ├── startup_tasks.py
│   └── testing.py
│       └── ... (9 more files)
├── .codecov.yml
├── .coveragerc
├── .git-blame-ignore-revs
├── .gitignore
├── .gitmodules
├── .hgchurn
├── .hgtags
├── .mailmap
├── .pre-commit-config.yaml
├── CITATION
├── clean.sh
├── conftest.py
├── CONTRIBUTING.rst
├── COPYING.txt
├── CREDITS
├── MANIFEST.in
├── minimal_requirements.txt
├── nose_answer.cfg
├── nose_ignores.txt
├── nose_requirements.txt
├── nose_unit.cfg
├── pyproject.toml
├── README.md
├── setup.py
└── setupext.py
    └── ... (20 more files)
```

## Your Task (Phase 1: Environment Setup)
Your first task is to set up the environment and make `pytest` runnable.
1.  Find and install dependencies.
2.  Run `pytest`.

If `pytest` runs and collects tests (even with test failures), the next step will be to trace call chains. If you cannot make it run, declare failure.
